title,area,detailplace,square,position,roomtype,price
整租·高雅湾 3室2厅 东/西,海珠,滨江东,137.0,东,3室2厅2卫,9800
整租·保利天悦公寓 1室0厅 南/北,海珠,琶洲东,18.0,南,1室0厅0卫,1300
整租·绿城美的·晓风印月 3室1厅 南,南沙,明珠湾,107.0,南,3室1厅2卫,2800
整租·敏捷绿湖首府三期 3室2厅 东北,增城,石滩镇,84.0,东,3室2厅1卫,1000
整租·富泽园 3室2厅 西南,海珠,工业大道北,90.54,西,3室2厅1卫,5000
整租·敏捷四季花园 3室1厅 南,番禺,大石,94.0,南,3室1厅1卫,5500
整租·美的江上沄启 3室2厅 南,南沙,明珠湾,90.0,南,3室2厅2卫,1800
整租·汇金国际金融中心 2室2厅 南,天河,金融城,78.0,南,2室2厅1卫,8600
整租·怡居新村 2室2厅 南,番禺,大石,75.0,南,2室2厅1卫,2500
整租·碧桂园豪进左岸 3室2厅 北,增城,石滩镇,102.0,北,3室2厅2卫,1800
整租·亚运城天峯3区 3室2厅 东南,番禺,亚运城,103.0,东,3室2厅1卫,5000
整租·银通花园 1室0厅 南,白云,机场路,12.0,南,1室0厅0卫,850
整租·德怡居 2室1厅 东南,海珠,昌岗,60.0,东,2室1厅1卫,2800
整租·白云高尔夫花园东区 2室1厅 东,白云,黄石,26.0,东,2室1厅0卫,1800
整租·星河山海湾 3室2厅 西南,南沙,南沙港,115.0,西,3室2厅2卫,3200
合租·珠江帝景苑 4居室 西北/北卧,海珠,广州塔,20.0,西,4室2厅1卫,5500
整租·培正路 2室1厅 南,越秀,东山口,85.0,南,2室1厅1卫,5300
整租·归谷科技园 1室1厅 南,黄埔,科学城,58.0,南,1室1厅1卫,3200
整租·翠雅苑 2室1厅 西北,天河,林和,72.0,西,2室1厅1卫,3300
整租·粮所小区 4室2厅 南/北,花都,旧区,113.0,南,4室2厅1卫,1100
整租·西湾路 2室1厅 南,荔湾,西村,50.0,南,2室1厅1卫,2700
整租·文明路 1室1厅 南,越秀,农讲所,76.0,南,1室1厅1卫,9500
合租·保利大都汇 4居室 东南卧,番禺,汉溪长隆,25.0,东,4室0厅0卫,2000
整租·碧桂园凤凰城凤晴苑 2室2厅 南,增城,凤凰城,80.0,南,2室2厅1卫,2200
整租·新世界天逸 1室0厅 南,天河,天河公园,12.0,南,1室0厅0卫,1200
整租·万科金域华庭 2室1厅 东南,海珠,同福,68.0,东,2室1厅1卫,3500
整租·保利东江首府 8室3厅 复式 东/东南,增城,新塘南,248.0,东,8室3厅6卫,20000
整租·越秀滨海御城 3室2厅 南/北,南沙,金洲,104.49,南,3室2厅2卫,2600
整租·合景睿峰L7 3室1厅 西南,天河,珠江新城东,109.0,西,3室1厅1卫,12600
整租·东华西路 3室1厅 东,越秀,东川路,80.0,东,3室1厅1卫,4200
整租·十三甫路 1室0厅 西,荔湾,和平西,30.0,西,1室0厅1卫,1400
整租·富力盈丰大厦 1室1厅 南,天河,珠江新城西,55.0,南,1室1厅2卫,5500
整租·嘉裕礼顿阳光 1室0厅 北,天河,珠江新城西,39.0,北,1室0厅1卫,3500
整租·奥园城市天地 1室1厅 西南,番禺,汉溪长隆,46.0,西,1室1厅1卫,2800
title,area,detailplace,square,position,roomtype,price
整租·碧桂园天玺湾 3室2厅 南,南沙,进港大道,89.0,南,3室2厅1卫,1700
整租·南沙珠江湾 4室2厅 南,南沙,南沙湾,99.0,南,4室2厅2卫,2800
整租·翠城花园 1室0厅 东南,海珠,江燕路,12.0,东,1室0厅0卫,1300
整租·锦绣香江花园芙蓉园 6室2厅 南,番禺,汉溪长隆,665.1,南,6室2厅4卫,60000
整租·敏捷尚品国际 2室2厅 北,南沙,进港大道,59.0,北,2室2厅1卫,1454
整租·商业大道 3室2厅 南,花都,旧区,120.0,南,3室2厅1卫,1200
整租·同和街综治信访维稳中心宿舍楼 3室2厅 南,白云,同和,95.0,南,3室2厅1卫,2700
整租·广州绿地中央广场 1室1厅 南,黄埔,科学城,53.0,南,1室1厅1卫,3100
整租·沙和路 3室1厅 东南,天河,沙河,74.8,东,3室1厅1卫,1840
整租·建设北路 3室2厅 南,花都,旧区,63.0,南,3室2厅1卫,800
整租·淘金路 1室1厅 南,越秀,淘金,28.0,南,1室1厅1卫,2100
整租·先烈中路 1室1厅 东,越秀,黄花岗,40.0,东,1室1厅1卫,2800
整租·南沙珠江湾 3室2厅 南,南沙,南沙湾,143.71,南,3室2厅2卫,2500
整租·六二三路 1室1厅 南,荔湾,和平西,57.0,南,1室1厅1卫,3500
整租·珠江花城一二期 5室2厅 南,天河,黄村,139.0,南,5室2厅2卫,7200
整租·中交汇通中心 1室1厅 东南/南,南沙,明珠湾,48.0,东,1室1厅1卫,2000
整租·中交汇通中心 1室0厅 东南,南沙,明珠湾,50.0,东,1室0厅1卫,1800
整租·富力公园28 4室3厅 南,天河,珠江新城东,263.09,南,4室3厅3卫,21150
整租·擎山苑 2室1厅 东南/南,白云,梅花园,85.0,东,2室1厅1卫,4000
整租·富力泉天下 8室2厅 东南/南,从化,温泉镇,410.0,东,8室2厅4卫,12000
整租·碧桂园天玺湾 3室2厅 南,南沙,进港大道,89.0,南,3室2厅1卫,1700
整租·南沙珠江湾 4室2厅 南,南沙,南沙湾,99.0,南,4室2厅2卫,2800
整租·翠城花园 1室0厅 东南,海珠,江燕路,12.0,东,1室0厅0卫,1300
整租·锦绣香江花园芙蓉园 6室2厅 南,番禺,汉溪长隆,665.1,南,6室2厅4卫,60000
整租·敏捷尚品国际 2室2厅 北,南沙,进港大道,59.0,北,2室2厅1卫,1454
整租·商业大道 3室2厅 南,花都,旧区,120.0,南,3室2厅1卫,1200
整租·同和街综治信访维稳中心宿舍楼 3室2厅 南,白云,同和,95.0,南,3室2厅1卫,2700
整租·广州绿地中央广场 1室1厅 南,黄埔,科学城,53.0,南,1室1厅1卫,3100
整租·沙和路 3室1厅 东南,天河,沙河,74.8,东,3室1厅1卫,1840
整租·建设北路 3室2厅 南,花都,旧区,63.0,南,3室2厅1卫,800
整租·淘金路 1室1厅 南,越秀,淘金,28.0,南,1室1厅1卫,2100
整租·先烈中路 1室1厅 东,越秀,黄花岗,40.0,东,1室1厅1卫,2800
整租·南沙珠江湾 3室2厅 南,南沙,南沙湾,143.71,南,3室2厅2卫,2500
整租·六二三路 1室1厅 南,荔湾,和平西,57.0,南,1室1厅1卫,3500
整租·珠江花城一二期 5室2厅 南,天河,黄村,139.0,南,5室2厅2卫,7200
整租·远洋天骄 1室0厅 东南,天河,天河客运站,12.0,东,1室0厅0卫,500
整租·敏捷华美国际 1室1厅 南,番禺,大石,51.0,南,1室1厅1卫,2800
整租·南沙涉外公馆 2室1厅 南,南沙,进港大道,53.0,南,2室1厅2卫,1250
整租·十年小雅 1室0厅 南,番禺,雅居乐,13.0,南,1室0厅0卫,500
整租·南雅苑 3室1厅 南/北,天河,天河南,83.0,南,3室1厅1卫,5500
整租·113中学宿舍 3室2厅 东南,天河,龙口东,80.0,东,3室2厅1卫,3400
整租·新安大厦 2室1厅 东北,海珠,昌岗,80.0,东,2室1厅1卫,3800
整租·奥园中新城市天地 3室1厅 东南,增城,中新镇,87.0,东,3室1厅2卫,1400
整租·富力城北区 1室0厅 南,白云,夏茅,12.0,南,1室0厅0卫,700
整租·俊怡御景花园 3室2厅 南,花都,花城街,145.6,南,3室2厅2卫,2500
整租·保利大都汇 2室1厅 南,番禺,汉溪长隆,68.0,南,2室1厅2卫,4500
整租·碧桂园假日半岛映翠苑 3室2厅 南/北,花都,山前大道,95.21,南,3室2厅2卫,1000
整租·时代印记 3室2厅 南,黄埔,知识城,105.0,南,3室2厅2卫,2100
整租·艺景明苑 3室2厅 南,花都,铁路西,118.0,南,3室2厅2卫,2200
整租·广州雅居乐花园雅逸庭 1室0厅 南,番禺,雅居乐,11.0,南,1室0厅0卫,350
整租·广雅后街 1室1厅 南,荔湾,西村,35.0,南,1室1厅1卫,2000
整租·侨怡苑 2室1厅 东南/南,天河,体育中心,87.0,东,2室1厅1卫,5400
整租·南沙湾东苑 3室2厅 南,南沙,南沙港,90.0,南,3室2厅1卫,2600
整租·濂泉路 3室2厅 南,天河,沙河,95.0,南,3室2厅1卫,3800
整租·协和新世界 1室0厅 南,天河,天润路,11.8,南,1室0厅0卫,1500
整租·合景誉山国际三区 3室2厅 南,增城,永宁,101.0,南,3室2厅2卫,2000
整租·恒大山水郡 3室2厅 南,增城,中新镇,128.0,南,3室2厅2卫,1300
整租·品秀星樾 4室2厅 东,黄埔,香雪,115.0,东,4室2厅2卫,5450
整租·增槎路 1室1厅 南,白云,罗冲围,36.0,南,1室1厅1卫,2100
整租·增槎路 1室1厅 北,白云,罗冲围,51.0,北,1室1厅1卫,2500
整租·时代南湾 3室2厅 东南/南,南沙,南沙港,127.0,东,3室2厅2卫,2300
整租·中交汇通中心 2室1厅 北,南沙,明珠湾,54.0,北,2室1厅1卫,2100
合租·越秀国际总部广场 2居室 西卧,南沙,金洲,30.0,西,2室2厅2卫,1550
整租·中海花城湾 1室1厅 东/东南,天河,珠江新城中,12.0,东,1室1厅0卫,1000
整租·碧桂园琥珀湾 3室2厅 南,增城,石滩镇,98.0,南,3室2厅2卫,1200
整租·碧桂园豪进左岸 3室2厅 南,增城,石滩镇,102.0,南,3室2厅2卫,2000
整租·绿城美的·晓风印月 4室2厅 南,南沙,明珠湾,125.0,南,4室2厅2卫,3000
整租·兴隆北路 2室1厅 南/西,荔湾,人民路,53.0,南,2室1厅2卫,2800
整租·增槎路 1室0厅 南,白云,罗冲围,41.0,南,1室0厅1卫,2250
整租·碧桂园天玺湾 3室2厅 南,南沙,进港大道,89.0,南,3室2厅1卫,1700
整租·南沙珠江湾 4室2厅 南,南沙,南沙湾,99.0,南,4室2厅2卫,2800
整租·翠城花园 1室0厅 东南,海珠,江燕路,12.0,东,1室0厅0卫,1300
整租·锦绣香江花园芙蓉园 6室2厅 南,番禺,汉溪长隆,665.1,南,6室2厅4卫,60000
整租·敏捷尚品国际 2室2厅 北,南沙,进港大道,59.0,北,2室2厅1卫,1454
整租·商业大道 3室2厅 南,花都,旧区,120.0,南,3室2厅1卫,1200
整租·同和街综治信访维稳中心宿舍楼 3室2厅 南,白云,同和,95.0,南,3室2厅1卫,2700
整租·广州绿地中央广场 1室1厅 南,黄埔,科学城,53.0,南,1室1厅1卫,3100
整租·沙和路 3室1厅 东南,天河,沙河,74.8,东,3室1厅1卫,1840
整租·建设北路 3室2厅 南,花都,旧区,63.0,南,3室2厅1卫,800
整租·淘金路 1室1厅 南,越秀,淘金,28.0,南,1室1厅1卫,2100
整租·先烈中路 1室1厅 东,越秀,黄花岗,40.0,东,1室1厅1卫,2800
整租·南沙珠江湾 3室2厅 南,南沙,南沙湾,143.71,南,3室2厅2卫,2500
整租·六二三路 1室1厅 南,荔湾,和平西,57.0,南,1室1厅1卫,3500
整租·珠江花城一二期 5室2厅 南,天河,黄村,139.0,南,5室2厅2卫,7200
整租·中交汇通中心 1室1厅 东南/南,南沙,明珠湾,48.0,东,1室1厅1卫,2000
整租·中交汇通中心 1室0厅 东南,南沙,明珠湾,50.0,东,1室0厅1卫,1800
整租·富力公园28 4室3厅 南,天河,珠江新城东,263.09,南,4室3厅3卫,21150
整租·擎山苑 2室1厅 东南/南,白云,梅花园,85.0,东,2室1厅1卫,4000
整租·富力泉天下 8室2厅 东南/南,从化,温泉镇,410.0,东,8室2厅4卫,12000
整租·星河山海湾 4室2厅 东/东南,南沙,南沙港,136.0,东,4室2厅2卫,3350
整租·广州敏捷绿湖首府 3室2厅 北,增城,石滩镇,84.0,北,3室2厅1卫,1000
整租·合景睿峰L7 1室0厅 东南,天河,珠江新城东,12.0,东,1室0厅0卫,2500
整租·富力半岛 1室0厅 东,白云,罗冲围,12.0,东,1室0厅0卫,850
整租·白马花园 2室2厅 南,天河,员村,68.0,南,2室2厅1卫,2000
整租·金沙湾花园 5室2厅 南,番禺,沙湾,182.0,南,5室2厅2卫,3500
整租·新世界嘉云府 1室0厅 南/北,白云,嘉禾望岗,12.0,南,1室0厅0卫,900
整租·南沙湾御苑 4室2厅 南/北,南沙,南沙港,134.0,南,4室2厅2卫,1800
合租·南粤阁 2居室 东南/南卧,天河,林和,20.0,东,2室1厅1卫,1900
整租·顺德碧桂园彩虹居 4室2厅 复式 南/北,番禺,顺德碧桂园,186.3,南,4室2厅4卫,8500
整租·岭南新世界 1室0厅 东,白云,嘉禾望岗,12.5,东,1室0厅0卫,950
整租·越秀中路 1室0厅 南,越秀,农讲所,21.0,南,1室0厅1卫,1700
整租·中建弘阳德信湾璟壹号 4室1厅 东南,南沙,万顷沙,108.0,东,4室1厅1卫,2350
整租·广州雅居乐花园雅逸庭 1室0厅 东南,番禺,雅居乐,11.8,东,1室0厅0卫,350
整租·远洋天骄广场 1室1厅 东南,天河,天河客运站,68.0,东,1室1厅1卫,3800
整租·富力爱丁堡国际公寓 1室1厅 东,天河,珠江新城西,91.0,东,1室1厅1卫,10000
整租·东方夏湾拿 4室2厅 复式 南,从化,太平镇,268.59,南,4室2厅5卫,1200
整租·海棠花园(天河) 2室2厅 北,天河,棠下,100.0,北,2室2厅1卫,3400
整租·广州渔人码头SOHO54公寓 1室1厅 南,番禺,洛溪,43.0,南,1室1厅1卫,2380
整租·保利大都汇 2室2厅 北,番禺,汉溪长隆,68.0,北,2室2厅2卫,4800
整租·凯旋新世界枫丹丽舍 1室1厅 西南/北,天河,珠江新城东,100.78,西,1室1厅1卫,11000
整租·三育路 3室2厅 南/北,越秀,东山口,79.0,南,3室2厅1卫,5000
整租·南沙万达广场 1室1厅 西,南沙,金洲,180.0,西,1室1厅1卫,6100
整租·保利金融大都汇 1室1厅 南,天河,金融城,53.0,南,1室1厅1卫,4200
整租·琶洲新村公寓 1室0厅 东/南,海珠,琶洲东,38.0,东,1室0厅1卫,3300
整租·南沙碧桂园 4室2厅 南,南沙,金洲,128.0,南,4室2厅2卫,2500
整租·富力泉天下 5室2厅 复式 东南,从化,温泉镇,166.0,东,5室2厅3卫,2700
整租·华南御景园 1室0厅 南,天河,岑村,12.25,南,1室0厅0卫,500
整租·粤海丽江花园 4室1厅 南,天河,珠江新城东,197.0,南,4室1厅1卫,20000
整租·富力泉天下 1室0厅 东南,从化,温泉镇,45.0,东,1室0厅1卫,1000
整租·保利半岛 4室2厅 南/北,南沙,黄阁,139.0,南,4室2厅3卫,3500
整租·富力泉天下 1室0厅 东南,从化,温泉镇,45.0,东,1室0厅1卫,1000
整租·富力环市西苑 2室1厅 北,荔湾,西村,69.0,北,2室1厅1卫,4500
整租·新世界逸彩庭园 5室2厅 复式 东北,荔湾,滘口,180.0,东,5室2厅3卫,6000
整租·万科海上传奇 2室1厅 复式 西北/北,荔湾,芳村,36.0,西,2室1厅1卫,3400
整租·侨建御溪谷北区 5室1厅 复式 南,增城,中新镇,368.0,南,5室1厅4卫,6000
整租·方圆月岛轩 1室0厅 东,天河,珠江新城中,12.98,东,1室0厅0卫,1400
整租·骏汇大厦 3室1厅 南/西/北,天河,天河南,116.86,南,3室1厅2卫,8275
整租·实地蔷薇国际 3室2厅 东南,增城,荔城西区,96.0,东,3室2厅2卫,2000
整租·中山五路 2室1厅 南,越秀,公园前,33.0,南,2室1厅1卫,3000
整租·骏汇大厦 2室1厅 东/西/西北/北,天河,天河南,83.28,东,2室1厅1卫,6225
整租·碧桂园天玺湾 3室2厅 南,南沙,进港大道,89.0,南,3室2厅1卫,1700
整租·南沙珠江湾 4室2厅 南,南沙,南沙湾,99.0,南,4室2厅2卫,2800
整租·翠城花园 1室0厅 东南,海珠,江燕路,12.0,东,1室0厅0卫,1300
整租·锦绣香江花园芙蓉园 6室2厅 南,番禺,汉溪长隆,665.1,南,6室2厅4卫,60000
整租·敏捷尚品国际 2室2厅 北,南沙,进港大道,59.0,北,2室2厅1卫,1454
整租·商业大道 3室2厅 南,花都,旧区,120.0,南,3室2厅1卫,1200
整租·同和街综治信访维稳中心宿舍楼 3室2厅 南,白云,同和,95.0,南,3室2厅1卫,2700
整租·广州绿地中央广场 1室1厅 南,黄埔,科学城,53.0,南,1室1厅1卫,3100
整租·沙和路 3室1厅 东南,天河,沙河,74.8,东,3室1厅1卫,1840
整租·建设北路 3室2厅 南,花都,旧区,63.0,南,3室2厅1卫,800
整租·淘金路 1室1厅 南,越秀,淘金,28.0,南,1室1厅1卫,2100
整租·先烈中路 1室1厅 东,越秀,黄花岗,40.0,东,1室1厅1卫,2800
整租·南沙珠江湾 3室2厅 南,南沙,南沙湾,143.71,南,3室2厅2卫,2500
整租·六二三路 1室1厅 南,荔湾,和平西,57.0,南,1室1厅1卫,3500
整租·珠江花城一二期 5室2厅 南,天河,黄村,139.0,南,5室2厅2卫,7200
整租·中交汇通中心 1室1厅 东南/南,南沙,明珠湾,48.0,东,1室1厅1卫,2000
整租·中交汇通中心 1室0厅 东南,南沙,明珠湾,50.0,东,1室0厅1卫,1800
整租·富力公园28 4室3厅 南,天河,珠江新城东,263.09,南,4室3厅3卫,21150
整租·擎山苑 2室1厅 东南/南,白云,梅花园,85.0,东,2室1厅1卫,4000
title,area,detailplace,square,position,roomtype,price
整租·达道路 2室1厅 南,越秀,东山口,55.3,南,2室1厅1卫,5344
合租·穗园小区 4居室 东卧,天河,天润路,10.0,东,4室1厅1卫,1396
合租·吉祥北园B区 4居室 东北卧,番禺,洛溪,7.48,东,4室1厅1卫,1113
整租·南航碧花园 3室2厅 南,花都,狮岭镇,150.0,南,3室2厅2卫,2250
合租·第三金碧花园 4居室 西卧,海珠,金碧,7.1,西,4室1厅2卫,1354
整租·城投·首筑花园 3室2厅 南,南沙,横沥,104.0,南,3室2厅2卫,2500
合租·逸景翠园 4居室 南卧,海珠,广州大道南,5.1,南,4室1厅2卫,1218
整租·岭南新世界 1室1厅 南,白云,嘉禾望岗,12.0,南,1室1厅0卫,900
合租·永福路永福西约 4居室 南卧,越秀,黄花岗,20.0,南,4室0厅1卫,1580
整租·农林下横路 2室1厅 南,越秀,东山口,70.0,南,2室1厅1卫,7000
合租·美的江上沄启 2居室 西北卧,南沙,明珠湾,30.0,西,2室2厅2卫,1000
整租·公路局大院 3室2厅 南,天河,沙河,100.0,南,3室2厅1卫,5000
整租·侨怡苑 3室1厅 南,天河,体育中心,77.0,南,3室1厅1卫,4400
合租·赛拉维 4居室 西卧,天河,员村,20.77,西,4室1厅2卫,2614
整租·碧桂园豪园林湖苑 3室1厅 北,增城,增城碧桂园,118.0,北,3室1厅2卫,1600
整租·物勘院住宅区 3室1厅 南,花都,旧区,52.05,南,3室1厅1卫,900
合租·海印南苑 4居室 南卧,海珠,东晓路,8.8,南,4室1厅1卫,1291
合租·白云尚城 4居室 西卧,白云,江夏,11.0,西,4室1厅1卫,1533
整租·御溪世家 3室2厅 南,增城,中新镇,86.8,南,3室2厅2卫,2000
合租·东方名都花园 4居室 东卧,增城,白江,8.4,东,4室1厅1卫,934
合租·骏景花园 4居室 北卧,天河,棠下,14.89,北,4室1厅2卫,1848
合租·美林湖畔花园 4居室 南卧,天河,东圃,16.6,南,4室1厅1卫,2268
整租·新港中路 2室1厅 西北,海珠,赤岗,53.0,西,2室1厅1卫,2700
合租·金燕花园 4居室 北卧,天河,燕塘,7.5,北,4室1厅2卫,1669
整租·龙津世家 3室1厅 东南/南,荔湾,龙津,135.0,东,3室1厅2卫,10000
合租·南国奥园 4居室 东南卧,番禺,汉溪长隆,7.7,东,4室1厅2卫,1186
整租·保利南沙天汇 3室2厅 南,南沙,黄阁,94.0,南,3室2厅2卫,2200
整租·南沙珠江湾 4室2厅 南/北,南沙,南沙湾,145.0,南,4室2厅2卫,2700
整租·昌岗东路 1室0厅 南,海珠,昌岗,30.0,南,1室0厅1卫,1300
合租·骏景花园 5居室 北卧,天河,棠下,20.55,北,5室1厅3卫,2194
合租·信基玥岛 3居室 西北卧,番禺,厦滘,30.0,西,3室2厅2卫,1900
整租·南沙湾石奥 1室1厅 南,南沙,南沙港,48.95,南,1室1厅1卫,2500
整租·大华城东瀚 3室1厅 南,增城,朱村,75.0,南,3室1厅1卫,1900
整租·金雅苑 1室1厅 错层 北,海珠,滨江东,37.0,北,1室1厅1卫,2000
整租·广州融创文旅城商务公寓 1室1厅 东,花都,花城街,46.0,东,1室1厅1卫,1800
合租·金泽大厦 3居室 东南卧,天河,天河南,30.0,东,3室1厅1卫,3500
整租·珠江华景里 1室2厅 复式 西,天河,华景新城,44.0,西,1室2厅2卫,4300
整租·阳光城丽景半岛 3室2厅 南,南沙,进港大道,108.0,南,3室2厅2卫,2800
合租·金泽大厦 5居室 南卧,天河,天河南,30.0,南,5室0厅1卫,3400
合租·中山三院宿舍 3居室 东南卧,天河,石牌,30.0,东,3室0厅1卫,3180
合租·吉祥道 6居室 南卧,番禺,洛溪,20.0,南,6室0厅6卫,600
整租·广州融创文旅城商务公寓 1室1厅 西,花都,花城街,46.0,西,1室1厅1卫,1800
整租·番禺招商金山谷意库 1室1厅 南,番禺,金山谷,37.88,南,1室1厅1卫,1680
整租·富力东堤湾 2室1厅 东/西,越秀,杨箕,81.75,东,2室1厅1卫,6800
整租·奥园城市天地 2室1厅 南/北,番禺,汉溪长隆,48.0,南,2室1厅1卫,3800
整租·骏威锦东花园A区 4室2厅 南,花都,新区,188.0,南,4室2厅3卫,13000
整租·燕子岗路 1室1厅 东,海珠,江燕路,50.0,东,1室1厅1卫,2300
整租·三荣大厦 2室1厅 南,越秀,淘金,67.0,南,2室1厅1卫,4200
整租·品湖雅居 1室1厅 北,荔湾,流花站前,50.0,北,1室1厅1卫,2300
整租·越秀滨海隽城 3室1厅 南/北,南沙,金洲,89.0,南,3室1厅1卫,2200
合租·信基玥岛 3居室 西北卧,番禺,厦滘,30.0,西,3室2厅2卫,1900
整租·南沙湾石奥 1室1厅 南,南沙,南沙港,48.95,南,1室1厅1卫,2500
整租·大华城东瀚 3室1厅 南,增城,朱村,75.0,南,3室1厅1卫,1900
整租·金雅苑 1室1厅 错层 北,海珠,滨江东,37.0,北,1室1厅1卫,2000
整租·广州融创文旅城商务公寓 1室1厅 东,花都,花城街,46.0,东,1室1厅1卫,1800
合租·金泽大厦 3居室 东南卧,天河,天河南,30.0,东,3室1厅1卫,3500
整租·珠江华景里 1室2厅 复式 西,天河,华景新城,44.0,西,1室2厅2卫,4300
整租·阳光城丽景半岛 3室2厅 南,南沙,进港大道,108.0,南,3室2厅2卫,2800
合租·金泽大厦 5居室 南卧,天河,天河南,30.0,南,5室0厅1卫,3400
合租·中山三院宿舍 3居室 东南卧,天河,石牌,30.0,东,3室0厅1卫,3180
合租·吉祥道 6居室 南卧,番禺,洛溪,20.0,南,6室0厅6卫,600
整租·广州融创文旅城商务公寓 1室1厅 西,花都,花城街,46.0,西,1室1厅1卫,1800
整租·番禺招商金山谷意库 1室1厅 南,番禺,金山谷,37.88,南,1室1厅1卫,1680
整租·富力东堤湾 2室1厅 东/西,越秀,杨箕,81.75,东,2室1厅1卫,6800
整租·奥园城市天地 2室1厅 南/北,番禺,汉溪长隆,48.0,南,2室1厅1卫,3800
整租·骏威锦东花园A区 4室2厅 南,花都,新区,188.0,南,4室2厅3卫,13000
整租·燕子岗路 1室1厅 东,海珠,江燕路,50.0,东,1室1厅1卫,2300
整租·三荣大厦 2室1厅 南,越秀,淘金,67.0,南,2室1厅1卫,4200
整租·品湖雅居 1室1厅 北,荔湾,流花站前,50.0,北,1室1厅1卫,2300
整租·越秀滨海隽城 3室1厅 南/北,南沙,金洲,89.0,南,3室1厅1卫,2200
整租·南沙金茂湾 5室2厅 南/北,南沙,明珠湾,245.0,南,5室2厅1卫,13000
整租·康乐园 3室1厅 南,番禺,市桥,86.0,南,3室1厅1卫,2950
整租·广州足球公园 2室2厅 南,番禺,钟村,67.28,南,2室2厅1卫,3500
整租·万科桃源里 4室2厅 复式 南/北,增城,派潭镇,88.0,南,4室2厅4卫,2000
整租·碧桂园星港国际 2室1厅 南,花都,新区,57.0,南,2室1厅1卫,2000
整租·南航碧花园 3室2厅 南,花都,狮岭镇,150.0,南,3室2厅2卫,2250
整租·城投·首筑花园 3室2厅 南,南沙,横沥,104.0,南,3室2厅2卫,2500
整租·岭南新世界 1室1厅 南,白云,嘉禾望岗,12.0,南,1室1厅0卫,900
合租·永福路永福西约 4居室 南卧,越秀,黄花岗,20.0,南,4室0厅1卫,1580
整租·农林下横路 2室1厅 南,越秀,东山口,70.0,南,2室1厅1卫,7000
合租·美的江上沄启 2居室 西北卧,南沙,明珠湾,30.0,西,2室2厅2卫,1000
整租·公路局大院 3室2厅 南,天河,沙河,100.0,南,3室2厅1卫,5000
整租·侨怡苑 3室1厅 南,天河,体育中心,77.0,南,3室1厅1卫,4400
整租·碧桂园豪园林湖苑 3室1厅 北,增城,增城碧桂园,118.0,北,3室1厅2卫,1600
整租·物勘院住宅区 3室1厅 南,花都,旧区,52.05,南,3室1厅1卫,900
整租·御溪世家 3室2厅 南,增城,中新镇,86.8,南,3室2厅2卫,2000
整租·新港中路 2室1厅 西北,海珠,赤岗,53.0,西,2室1厅1卫,2700
整租·龙津世家 3室1厅 东南/南,荔湾,龙津,135.0,东,3室1厅2卫,10000
整租·保利南沙天汇 3室2厅 南,南沙,黄阁,94.0,南,3室2厅2卫,2200
整租·南沙珠江湾 4室2厅 南/北,南沙,南沙湾,145.0,南,4室2厅2卫,2700
整租·昌岗东路 1室0厅 南,海珠,昌岗,30.0,南,1室0厅1卫,1300
整租·碧桂园豪园翠湖苑 3室1厅 南,增城,增城碧桂园,92.0,南,3室1厅2卫,1500
合租·荔湾新天地 4居室 东卧,荔湾,广钢新城,21.12,东,4室1厅2卫,1774
整租·南航碧花园 3室2厅 南,花都,狮岭镇,150.0,南,3室2厅2卫,2250
整租·城投·首筑花园 3室2厅 南,南沙,横沥,104.0,南,3室2厅2卫,2500
整租·岭南新世界 1室1厅 南,白云,嘉禾望岗,12.0,南,1室1厅0卫,900
合租·永福路永福西约 4居室 南卧,越秀,黄花岗,20.0,南,4室0厅1卫,1580
整租·农林下横路 2室1厅 南,越秀,东山口,70.0,南,2室1厅1卫,7000
合租·美的江上沄启 2居室 西北卧,南沙,明珠湾,30.0,西,2室2厅2卫,1000
整租·公路局大院 3室2厅 南,天河,沙河,100.0,南,3室2厅1卫,5000
整租·侨怡苑 3室1厅 南,天河,体育中心,77.0,南,3室1厅1卫,4400
整租·碧桂园豪园林湖苑 3室1厅 北,增城,增城碧桂园,118.0,北,3室1厅2卫,1600
整租·物勘院住宅区 3室1厅 南,花都,旧区,52.05,南,3室1厅1卫,900
整租·御溪世家 3室2厅 南,增城,中新镇,86.8,南,3室2厅2卫,2000
整租·新港中路 2室1厅 西北,海珠,赤岗,53.0,西,2室1厅1卫,2700
整租·龙津世家 3室1厅 东南/南,荔湾,龙津,135.0,东,3室1厅2卫,10000
合租·富豪山庄 5居室 北卧,番禺,富豪山庄,8.6,北,5室1厅3卫,1186
整租·保利南沙天汇 3室2厅 南,南沙,黄阁,94.0,南,3室2厅2卫,2200
整租·南沙珠江湾 4室2厅 南/北,南沙,南沙湾,145.0,南,4室2厅2卫,2700
整租·昌岗东路 1室0厅 南,海珠,昌岗,30.0,南,1室0厅1卫,1300
整租·碧桂园豪园翠湖苑 3室1厅 南,增城,增城碧桂园,92.0,南,3室1厅2卫,1500
整租·誉山国际13期誉璟公寓 1室1厅 北,增城,永宁,32.0,北,1室1厅1卫,880
整租·东方新世界 1室0厅 东,天河,天河公园,12.0,东,1室0厅0卫,1500
整租·美的江上沄启 3室2厅 西北,南沙,明珠湾,98.0,西,3室2厅2卫,2700
合租·信基玥岛 3居室 西北卧,番禺,厦滘,30.0,西,3室2厅2卫,1900
整租·南沙湾石奥 1室1厅 南,南沙,南沙港,48.95,南,1室1厅1卫,2500
